gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,math score,reading score,writing score,total_perc,total_Marks,Grade,math_passstatus,reading_passstatus,writing_passstatus,perc_passstatus
1,1,0,0,0,0,1,0,0,0,0,1,30,24,15,23.0,69,F,F,F,F,F
1,0,0,0,0,0,0,0,0,1,1,1,53,54,48,51.67,155,D,P,P,F,P
0,0,0,1,0,0,1,0,0,0,1,1,69,77,73,73.0,219,B,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,65,82,81,76.0,228,B,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,1,54,60,63,59.0,177,D,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,29,29,30,29.33,88,F,F,F,F,F
0,0,0,0,1,0,0,0,1,0,1,1,76,78,80,78.0,234,B,P,P,P,P
1,0,0,1,0,0,1,0,0,0,0,1,60,57,51,56.0,168,D,P,P,P,P
1,0,0,1,0,0,0,1,0,0,0,0,84,89,90,87.67,263,A,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,75,72,62,69.67,209,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,85,84,82,83.67,251,B,P,P,P,P
0,0,1,0,0,0,0,1,0,0,0,1,40,58,54,50.67,152,D,F,P,P,P
0,0,0,0,1,0,0,0,1,0,1,1,61,64,62,62.33,187,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,58,63,65,62.0,186,C,P,P,P,P
1,0,0,1,0,0,0,0,1,0,0,0,69,60,63,64.0,192,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,58,59,66,61.0,183,D,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,0,94,90,91,91.67,275,A,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,65,77,74,72.0,216,B,P,P,P,P
0,0,0,0,0,0,0,0,0,0,1,1,82,93,93,89.33,268,A,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,60,68,72,66.67,200,C,P,P,P,P
0,0,0,0,1,1,0,0,0,0,1,1,37,45,38,40.0,120,F,F,F,F,F
1,0,0,1,0,1,0,0,0,0,1,1,88,78,83,83.0,249,B,P,P,P,P
1,0,0,1,0,0,0,1,0,0,1,1,95,81,84,86.67,260,A,P,P,P,P
1,0,1,0,0,0,0,0,0,0,0,0,65,73,68,68.67,206,C,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,1,35,61,54,50.0,150,F,F,P,P,P
1,1,0,0,0,1,0,0,0,0,0,1,62,63,56,60.33,181,D,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,0,58,51,52,53.67,161,D,P,P,P,P
1,0,0,0,0,0,0,0,1,0,1,0,100,96,86,94.0,282,A,P,P,P,P
0,0,0,0,1,1,0,0,0,0,0,1,61,58,62,60.33,181,D,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,0,100,97,99,98.67,296,A,P,P,P,P
1,1,0,0,0,0,0,0,0,0,0,0,69,70,63,67.33,202,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,61,48,46,51.67,155,D,P,F,F,P
1,0,0,1,0,0,0,0,1,0,0,1,49,57,46,50.67,152,D,F,P,F,P
0,0,1,0,0,0,0,0,0,1,1,0,44,51,55,50.0,150,F,F,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,67,64,70,67.0,201,C,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,79,60,65,68.0,204,C,P,P,P,P
0,1,0,0,0,1,0,0,0,0,1,0,66,74,81,73.67,221,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,75,88,85,82.67,248,B,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,84,84,80,82.67,248,B,P,P,P,P
1,0,0,0,0,0,1,0,0,0,1,1,71,74,64,69.67,209,C,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,0,67,80,81,76.0,228,B,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,0,80,92,88,86.67,260,A,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,86,76,74,78.67,236,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,1,76,74,73,74.33,223,B,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,41,52,51,48.0,144,F,F,P,P,F
0,0,0,1,0,0,0,0,0,0,0,0,74,88,90,84.0,252,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,0,1,72,81,79,77.33,232,B,P,P,P,P
0,0,0,0,1,0,1,0,0,0,1,0,74,79,80,77.67,233,B,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,70,65,60,65.0,195,C,P,P,P,P
0,1,0,0,0,1,0,0,0,0,1,0,65,81,81,75.67,227,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,1,59,70,65,64.67,194,C,P,P,P,P
0,0,0,0,1,0,1,0,0,0,0,1,64,62,68,64.67,194,C,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,50,53,55,52.67,158,D,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,0,69,79,81,76.33,229,B,P,P,P,P
1,0,1,0,0,0,0,0,0,1,0,0,51,56,53,53.33,160,D,P,P,P,P
0,0,0,0,0,0,1,0,0,0,1,0,68,80,76,74.67,224,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,0,85,86,98,89.67,269,A,P,P,P,P
0,0,0,0,0,0,0,0,0,0,1,0,65,70,74,69.67,209,C,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,1,73,79,79,77.0,231,B,P,P,P,P
0,1,0,0,0,0,0,0,1,0,1,1,62,67,67,65.33,196,C,P,P,P,P
1,0,1,0,0,0,0,0,0,0,0,1,77,67,64,69.33,208,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,69,66,61,65.33,196,C,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,1,43,60,58,53.67,161,D,F,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,90,87,85,87.33,262,A,P,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,74,77,73,74.67,224,B,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,73,66,63,67.33,202,C,P,P,P,P
0,0,0,1,0,0,0,0,1,0,0,1,55,71,69,65.0,195,C,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,65,69,67,67.0,201,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,80,63,63,68.67,206,C,P,P,P,P
0,0,1,0,0,0,0,0,0,1,0,0,50,60,60,56.67,170,D,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,0,63,73,71,69.0,207,C,P,P,P,P
0,1,0,0,0,1,0,0,0,0,0,1,77,85,87,83.0,249,B,P,P,P,P
1,0,1,0,0,0,0,0,1,0,1,1,73,74,61,69.33,208,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,0,81,72,77,76.67,230,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,1,66,76,68,70.0,210,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,1,52,57,50,53.0,159,D,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,69,78,76,74.33,223,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,65,84,84,77.67,233,B,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,0,69,77,78,74.67,224,B,P,P,P,P
0,1,0,0,0,0,0,0,1,0,1,0,50,64,66,60.0,180,D,P,P,P,P
0,0,0,0,1,0,0,0,1,0,1,0,73,78,76,75.67,227,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,70,82,76,76.0,228,B,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,1,81,75,78,78.0,234,B,P,P,P,P
1,0,0,1,0,0,0,0,1,0,0,1,63,61,60,61.33,184,C,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,1,67,72,74,71.0,213,C,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,60,68,60,62.67,188,C,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,62,55,54,57.0,171,D,P,P,P,P
0,0,1,0,0,0,0,0,0,1,0,0,29,40,44,37.67,113,F,F,F,F,F
1,1,0,0,0,0,0,0,1,0,1,0,62,66,68,65.33,196,C,P,P,P,P
0,0,0,0,1,0,0,1,0,0,1,0,94,99,100,97.67,293,A,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,0,85,75,68,76.0,228,B,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,1,77,78,73,76.0,228,B,P,P,P,P
1,0,0,0,0,0,1,0,0,0,0,1,53,58,44,51.67,155,D,P,P,F,P
1,0,0,0,1,0,0,0,1,0,0,1,93,90,83,88.67,266,A,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,49,53,53,51.67,155,D,F,P,P,P
0,0,0,0,1,0,0,0,0,0,0,1,73,76,78,75.67,227,B,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,0,66,74,81,73.67,221,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,1,77,77,73,75.67,227,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,1,49,63,56,56.0,168,D,F,P,P,P
0,0,0,1,0,0,0,0,1,0,0,1,79,89,86,84.67,254,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,75,82,90,82.33,247,B,P,P,P,P
0,0,0,0,0,1,0,0,0,0,1,1,59,72,70,67.0,201,C,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,0,57,78,79,71.33,214,B,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,1,66,66,59,63.67,191,C,P,P,P,P
0,0,0,0,1,1,0,0,0,0,1,0,79,81,82,80.67,242,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,1,57,67,72,65.33,196,C,P,P,P,P
1,0,0,0,0,1,0,0,0,0,1,0,87,84,87,86.0,258,A,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,63,64,67,64.67,194,C,P,P,P,P
0,1,0,0,0,0,0,0,0,1,0,0,59,63,64,62.0,186,C,P,P,P,P
1,0,0,0,0,1,0,0,0,0,0,1,62,72,65,66.33,199,C,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,46,34,36,38.67,116,F,F,F,F,F
1,0,1,0,0,0,0,0,1,0,1,1,66,59,52,59.0,177,D,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,89,87,79,85.0,255,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,0,42,61,58,53.67,161,D,F,P,P,P
1,0,1,0,0,0,0,0,1,0,1,0,93,84,90,89.0,267,A,P,P,P,P
0,0,0,0,1,0,0,0,0,1,1,0,80,85,85,83.33,250,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,98,100,99,99.0,297,A,P,P,P,P
1,0,0,1,0,0,0,1,0,0,1,1,81,81,84,82.0,246,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,0,60,70,74,68.0,204,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,0,0,76,94,87,85.67,257,A,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,0,73,78,72,74.33,223,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,96,96,99,97.0,291,A,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,76,76,74,75.33,226,B,P,P,P,P
1,0,0,0,1,0,0,0,0,0,0,0,91,73,80,81.33,244,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,1,62,72,70,68.0,204,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,0,0,55,59,59,57.67,173,D,P,P,P,P
0,1,0,0,0,0,0,0,0,1,0,0,74,90,88,84.0,252,B,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,50,48,42,46.67,140,F,P,F,F,F
1,1,0,0,0,0,0,0,1,0,1,1,47,43,41,43.67,131,F,F,F,F,F
1,0,0,0,1,0,0,0,1,0,1,0,81,74,71,75.33,226,B,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,0,65,75,77,72.33,217,B,P,P,P,P
1,0,0,0,1,0,0,0,0,1,1,0,68,51,57,58.67,176,D,P,P,P,P
0,0,0,1,0,0,1,0,0,0,0,1,73,92,84,83.0,249,B,P,P,P,P
1,0,1,0,0,0,0,0,1,0,1,1,53,39,37,43.0,129,F,P,F,F,F
0,1,0,0,0,0,0,0,0,0,0,0,68,77,80,75.0,225,B,P,P,P,P
1,0,0,0,0,0,0,0,0,1,0,1,55,46,43,48.0,144,F,P,F,F,F
0,0,1,0,0,0,0,0,1,0,1,0,87,89,94,90.0,270,A,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,55,47,44,48.67,146,F,P,F,F,F
0,0,0,0,1,0,0,0,1,0,0,1,53,58,57,56.0,168,D,P,P,P,P
1,0,1,0,0,0,0,1,0,0,1,1,67,57,59,61.0,183,D,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,92,79,84,85.0,255,B,P,P,P,P
0,1,0,0,0,0,0,0,1,0,0,0,53,66,73,64.0,192,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,81,71,73,75.0,225,B,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,1,61,60,55,58.67,176,D,P,P,P,P
1,0,0,1,0,1,0,0,0,0,1,1,80,73,72,75.0,225,B,P,P,P,P
0,0,0,0,0,0,0,0,0,0,0,1,37,57,56,50.0,150,F,F,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,81,84,82,82.33,247,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,59,73,72,68.0,204,C,P,P,P,P
1,1,0,0,0,0,0,0,1,0,0,1,55,55,47,52.33,157,D,P,P,F,P
1,0,0,1,0,0,0,0,0,0,1,1,72,79,74,75.0,225,B,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,69,75,71,71.67,215,B,P,P,P,P
1,0,1,0,0,0,0,0,1,0,1,1,69,64,68,67.0,201,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,1,50,60,59,56.33,169,D,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,0,87,84,86,85.67,257,A,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,0,71,69,68,69.33,208,C,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,68,72,65,68.33,205,C,P,P,P,P
1,0,1,0,0,0,0,1,0,0,0,0,79,77,75,77.0,231,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,77,90,85,84.0,252,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,0,1,58,55,53,55.33,166,D,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,1,84,95,92,90.33,271,A,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,55,58,52,55.0,165,D,P,P,P,P
1,0,0,0,1,1,0,0,0,0,0,0,70,68,72,70.0,210,C,P,P,P,P
0,0,0,1,0,0,0,0,1,0,0,0,52,59,65,58.67,176,D,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,0,69,77,77,74.33,223,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,1,53,72,64,63.0,189,C,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,48,58,54,53.33,160,D,F,P,P,P
1,0,0,1,0,0,0,0,0,1,1,0,78,81,86,81.67,245,B,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,62,62,63,62.33,187,C,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,60,63,59,60.67,182,D,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,74,72,72,72.67,218,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,0,58,75,77,70.0,210,C,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,0,76,62,60,66.0,198,C,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,68,71,75,71.33,214,B,P,P,P,P
1,0,0,0,0,0,0,0,1,0,0,1,58,60,57,58.33,175,D,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,52,48,49,49.67,149,F,P,F,F,F
1,0,0,1,0,1,0,0,0,0,1,1,75,73,74,74.0,222,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,0,0,52,67,72,63.67,191,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,1,62,78,79,73.0,219,B,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,1,66,65,60,63.67,191,C,P,P,P,P
0,1,0,0,0,0,0,0,0,1,0,1,49,58,55,54.0,162,D,F,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,66,72,70,69.33,208,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,1,35,44,43,40.67,122,F,F,F,F,F
0,0,0,0,0,0,0,0,1,0,1,0,72,79,82,77.67,233,B,P,P,P,P
1,0,0,0,1,0,0,0,0,0,1,0,94,85,82,87.0,261,A,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,1,46,56,57,53.0,159,D,F,P,P,P
0,1,0,0,0,0,0,1,0,0,1,1,77,90,84,83.67,251,B,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,0,76,85,82,81.0,243,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,52,59,62,57.67,173,D,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,0,91,81,79,83.67,251,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,0,32,51,44,42.33,127,F,F,P,F,F
0,0,0,0,1,0,0,0,0,1,0,1,72,79,77,76.0,228,B,P,P,P,P
0,1,0,0,0,0,0,0,1,0,1,1,19,38,32,29.67,89,F,F,F,F,F
1,0,1,0,0,0,0,0,0,0,0,1,68,65,61,64.67,194,C,P,P,P,P
0,0,1,0,0,0,0,1,0,0,0,1,52,65,61,59.33,178,D,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,48,62,60,56.67,170,D,F,P,P,P
0,0,0,1,0,0,0,0,1,0,0,1,60,66,70,65.33,196,C,P,P,P,P
1,0,0,1,0,0,1,0,0,0,0,1,66,74,69,69.67,209,C,P,P,P,P
1,0,0,0,1,0,0,0,0,1,1,0,89,84,77,83.33,250,B,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,42,52,51,48.33,145,F,F,P,P,F
0,0,0,0,1,0,0,0,0,0,0,0,57,68,73,66.0,198,C,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,70,70,70,70.0,210,C,P,P,P,P
0,0,0,0,1,0,0,0,0,0,0,1,70,84,81,78.33,235,B,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,69,60,54,61.0,183,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,52,55,57,54.67,164,D,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,0,67,73,68,69.33,208,C,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,0,76,80,73,76.33,229,B,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,1,87,94,95,92.0,276,A,P,P,P,P
0,1,0,0,0,0,0,0,1,0,1,1,82,85,87,84.67,254,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,73,76,78,75.67,227,B,P,P,P,P
1,0,0,0,0,0,0,0,1,0,0,1,75,81,74,76.67,230,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,0,1,64,74,75,71.0,213,C,P,P,P,P
0,0,0,0,1,0,1,0,0,0,0,1,41,45,40,42.0,126,F,F,F,F,F
1,0,1,0,0,0,1,0,0,0,1,1,90,75,69,78.0,234,B,P,P,P,P
1,1,0,0,0,1,0,0,0,0,1,1,59,54,51,54.67,164,D,P,P,P,P
1,0,0,0,0,0,0,0,0,1,1,1,51,31,36,39.33,118,F,P,F,F,F
1,0,0,0,0,0,1,0,0,0,0,1,45,47,49,47.0,141,F,F,F,F,F
0,0,1,0,0,0,0,1,0,0,1,0,54,64,67,61.67,185,C,P,P,P,P
1,0,0,0,1,0,0,0,0,1,1,0,87,84,76,82.33,247,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,72,80,83,78.33,235,B,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,0,94,86,87,89.0,267,A,P,P,P,P
0,0,0,0,0,1,0,0,0,0,1,1,45,59,64,56.0,168,D,F,P,P,P
1,0,0,1,0,1,0,0,0,0,0,0,61,70,76,69.0,207,C,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,1,60,72,68,66.67,200,C,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,1,77,91,88,85.33,256,A,P,P,P,P
0,0,0,0,0,0,0,0,0,1,1,0,85,90,92,89.0,267,A,P,P,P,P
0,0,0,1,0,1,0,0,0,0,0,1,78,90,93,87.0,261,A,P,P,P,P
1,0,0,0,1,0,0,0,1,0,0,0,49,52,51,50.67,152,D,F,P,P,P
0,1,0,0,0,0,1,0,0,0,0,1,71,87,82,80.0,240,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,0,1,48,58,52,52.67,158,D,F,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,62,67,58,62.33,187,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,0,0,56,68,70,64.67,194,C,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,1,65,69,76,70.0,210,C,P,P,P,P
0,0,0,1,0,0,0,0,0,1,0,0,69,86,81,78.67,236,B,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,1,68,54,53,58.33,175,D,P,P,P,P
0,0,0,0,0,0,0,0,1,0,0,1,61,60,57,59.33,178,D,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,0,74,86,89,83.0,249,B,P,P,P,P
1,0,0,0,0,1,0,0,0,0,1,1,64,60,58,60.67,182,D,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,0,77,82,89,82.67,248,B,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,1,58,50,45,51.0,153,D,P,P,F,P
0,0,1,0,0,0,1,0,0,0,1,0,60,64,74,66.0,198,C,P,P,P,P
1,0,0,0,1,0,1,0,0,0,1,1,73,64,57,64.67,194,C,P,P,P,P
0,0,0,0,0,0,1,0,0,0,1,0,75,82,79,78.67,236,B,P,P,P,P
1,1,0,0,0,0,0,0,0,0,0,0,58,57,53,56.0,168,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,66,77,73,72.0,216,B,P,P,P,P
0,0,0,1,0,0,1,0,0,0,0,1,39,52,46,45.67,137,F,F,P,F,F
1,0,1,0,0,0,0,0,0,1,1,1,64,58,51,57.67,173,D,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,0,23,44,36,34.33,103,F,F,F,F,F
1,1,0,0,0,0,0,0,1,0,0,0,74,77,76,75.67,227,B,P,P,P,P
0,0,0,1,0,0,0,0,0,1,0,0,40,65,64,56.33,169,D,F,P,P,P
1,0,0,0,1,0,0,1,0,0,1,1,90,85,84,86.33,259,A,P,P,P,P
1,0,1,0,0,0,0,1,0,0,1,0,91,85,85,87.0,261,A,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,1,64,54,50,56.0,168,D,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,59,72,68,66.33,199,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,80,75,69,74.67,224,B,P,P,P,P
1,0,1,0,0,0,0,1,0,0,1,1,71,67,67,68.33,205,C,P,P,P,P
0,0,0,0,0,0,1,0,0,0,1,1,61,68,63,64.0,192,C,P,P,P,P
0,0,0,0,1,0,0,0,1,0,1,1,87,85,93,88.33,265,A,P,P,P,P
1,0,0,0,1,0,0,0,0,1,1,1,82,67,61,70.0,210,C,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,62,64,55,60.33,181,D,P,P,P,P
0,1,0,0,0,1,0,0,0,0,1,1,97,97,96,96.67,290,A,P,P,P,P
1,1,0,0,0,0,0,0,1,0,0,1,75,68,65,69.33,208,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,1,65,79,81,75.0,225,B,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,0,52,49,46,49.0,147,F,P,F,F,F
1,0,1,0,0,0,0,0,0,0,0,1,87,73,72,77.33,232,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,53,62,53,56.0,168,D,P,P,P,P
0,0,0,0,1,0,0,1,0,0,0,1,81,86,87,84.67,254,B,P,P,P,P
1,0,0,1,0,1,0,0,0,0,0,0,39,42,38,39.67,119,F,F,F,F,F
0,0,1,0,0,0,0,0,1,0,1,0,71,71,80,74.0,222,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,97,93,91,93.67,281,A,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,0,82,82,88,84.0,252,B,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,1,59,53,52,54.67,164,D,P,P,P,P
1,1,0,0,0,0,0,0,0,0,1,1,61,42,41,48.0,144,F,P,F,F,F
1,0,0,0,1,0,0,0,0,0,0,0,78,74,72,74.67,224,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,0,1,49,51,51,50.33,151,D,F,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,59,58,47,54.67,164,D,P,P,F,P
0,0,1,0,0,0,0,0,1,0,1,0,70,72,76,72.67,218,B,P,P,P,P
1,1,0,0,0,0,0,0,0,0,1,0,82,84,78,81.33,244,B,P,P,P,P
1,0,0,0,1,0,0,0,0,0,0,1,90,90,82,87.33,262,A,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,1,43,62,61,55.33,166,D,F,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,80,64,66,70.0,210,C,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,81,82,84,82.33,247,B,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,57,61,54,57.33,172,D,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,59,72,80,70.33,211,C,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,1,64,76,74,71.33,214,B,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,0,63,64,66,64.33,193,C,P,P,P,P
0,0,0,0,1,1,0,0,0,0,1,0,71,70,70,70.33,211,C,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,1,64,73,71,69.33,208,C,P,P,P,P
1,0,0,1,0,1,0,0,0,0,0,1,55,46,44,48.33,145,F,P,F,F,F
0,0,0,0,1,0,0,0,0,0,1,1,51,51,54,52.0,156,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,62,76,80,72.67,218,B,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,0,93,100,95,96.0,288,A,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,1,54,72,59,61.67,185,C,P,P,P,P
0,0,0,1,0,0,0,0,1,0,0,1,69,65,74,69.33,208,C,P,P,P,P
1,0,0,1,0,0,1,0,0,0,0,1,44,51,48,47.67,143,F,F,P,F,F
0,0,0,0,1,0,0,0,1,0,1,0,86,85,91,87.33,262,A,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,1,85,92,85,87.33,262,A,P,P,P,P
0,0,0,0,0,0,0,1,0,0,0,1,50,67,73,63.33,190,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,0,88,74,75,79.0,237,B,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,1,59,62,69,63.33,190,C,P,P,P,P
0,0,0,0,1,0,0,0,0,1,0,1,32,34,38,34.67,104,F,F,F,F,F
